track_id,track_name,spotify_url,lyrics,cover_image_url
79hJaqmVdohltPBNN6BULM,"Stayin' Alive - From ""Saturday Night Fever"" Soundtrack",https://open.spotify.com/track/79hJaqmVdohltPBNN6BULM,,https://i.scdn.co/image/ab67616d0000b273c7fc603f96d9a75ea2bfdffa
0nbXyq5TXYPCO7pr3N8S4I,The Box,https://open.spotify.com/track/0nbXyq5TXYPCO7pr3N8S4I,,https://i.scdn.co/image/ab67616d0000b273600adbc750285ea1a8da249f
3OalxlWH0v14kyBcNBMINt,Mercy,https://open.spotify.com/track/3OalxlWH0v14kyBcNBMINt,,https://i.scdn.co/image/ab67616d0000b2738a24ed638eedd60514a789ef
1OFKUn2VLafrHj7ybnap0Q,Only Wanna Be With You,https://open.spotify.com/track/1OFKUn2VLafrHj7ybnap0Q,,https://i.scdn.co/image/ab67616d0000b273820d2376b2fb84aa99823903
0TJRfA2MIIRd3tTDK9tPPf,Angels Cry Remix - Remix,https://open.spotify.com/track/0TJRfA2MIIRd3tTDK9tPPf,,https://i.scdn.co/image/ab67616d0000b273778ca59df3643b42abb96d45
7rGOWzo4evAQQ2FzrSKp0B,Tell Him - Single Version,https://open.spotify.com/track/7rGOWzo4evAQQ2FzrSKp0B,,https://i.scdn.co/image/ab67616d0000b273134320d50562d6b2dfbdd2a9
6UaRii9AH6Zss9xNMEQ2M9,Love The Way You Lie,https://open.spotify.com/track/6UaRii9AH6Zss9xNMEQ2M9,,https://i.scdn.co/image/ab67616d0000b273f20b0a39716f7958ddda8c16
1RxSnx3hSCwX2DcG9tvpbD,Gonna See My Baby Tonight,https://open.spotify.com/track/1RxSnx3hSCwX2DcG9tvpbD,,https://i.scdn.co/image/ab67616d0000b273561e570ae6839e8f2b1c7f62
7xx8JqaauSj5Ay8Efnm0hr,Broken (feat. Amy Lee),https://open.spotify.com/track/7xx8JqaauSj5Ay8Efnm0hr,,https://i.scdn.co/image/ab67616d0000b273c86d3f10ca1cf144edc3710b
1tOT50hl9UG9kGif08Fan5,Higher,https://open.spotify.com/track/1tOT50hl9UG9kGif08Fan5,,https://i.scdn.co/image/ab67616d0000b273eb0652df7fe1fddc6673d161
1qk9ujVgudgU8CyhKOx8ji,Somebody That I Used To Know,https://open.spotify.com/track/1qk9ujVgudgU8CyhKOx8ji,,https://i.scdn.co/image/ab67616d0000b2731ba0ff466c68a0977a0039bc
3APXBFJM1OTXvbsx10TgG3,Ain't Telling The Truth,https://open.spotify.com/track/3APXBFJM1OTXvbsx10TgG3,,https://i.scdn.co/image/ab67616d0000b273e24e3354bbcc703ef09aea24
3ZHfX6kbiY7JVsB63lLOLu,The Only Exception,https://open.spotify.com/track/3ZHfX6kbiY7JVsB63lLOLu,,https://i.scdn.co/image/ab67616d0000b273b9abbedc516dd297039977bd
2dC0Rl8OfpULkMvagGUwPi,Cats In The Cradle,https://open.spotify.com/track/2dC0Rl8OfpULkMvagGUwPi,,https://i.scdn.co/image/ab67616d0000b273d55b1200685266bb972c1596
0939D7aT18uBDS2MTjWzct,Higher Power,https://open.spotify.com/track/0939D7aT18uBDS2MTjWzct,,https://i.scdn.co/image/ab67616d0000b273b1092c02972b0bfd91703f75
6LoSKNsYkRQbyuiReooMjG,Sister Christian,https://open.spotify.com/track/6LoSKNsYkRQbyuiReooMjG,,https://i.scdn.co/image/ab67616d0000b273a4a3752f48cf0bb54e1dffc1
0l37J5l4eJfIdd7cea1Cl5,Everything About You,https://open.spotify.com/track/0l37J5l4eJfIdd7cea1Cl5,,https://i.scdn.co/image/ab67616d0000b2731b62da8cad32fecd70215c1b
6wmazwwzaTNFnKcyQFZsuq,Like Sister and Brother,https://open.spotify.com/track/6wmazwwzaTNFnKcyQFZsuq,,https://i.scdn.co/image/ab67616d0000b273b339cdeae56adef848d8ac2c
0FeCO85RKW8fDRytwXof2x,Go Your Own Way,https://open.spotify.com/track/0FeCO85RKW8fDRytwXof2x,,https://i.scdn.co/image/ab67616d0000b2735e66bc0df2bd18e746dbb823
4O3HRDIBChh0quFPhfDXd1,Jump,https://open.spotify.com/track/4O3HRDIBChh0quFPhfDXd1,,https://i.scdn.co/image/ab67616d0000b2737061b3d179b8b7363ffe1a50
7EmGUiUaOSGDnUUQUDrOXC,Wolves,https://open.spotify.com/track/7EmGUiUaOSGDnUUQUDrOXC,,https://i.scdn.co/image/ab67616d0000b27310368f28dac3b838770f985c
4HQ9gXAtONKs8NCM0MFUTu,Turn Up The Love,https://open.spotify.com/track/4HQ9gXAtONKs8NCM0MFUTu,,https://i.scdn.co/image/ab67616d0000b2737ebcf6afbf5e9a252767a7f7
6q92eTIDGRb2gMc9qYSxrn,Soul Revival,https://open.spotify.com/track/6q92eTIDGRb2gMc9qYSxrn,,https://i.scdn.co/image/ab67616d0000b27312ef7561b5faa6610438fb7c
0tgVpDi06FyKpA1z0VMD4v,Perfect,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v,,https://i.scdn.co/image/ab67616d0000b273ba5db46f4b838ef6027e6f96
3wqoAzrr5htxSZ7KzxhLHg,Oh Sherrie,https://open.spotify.com/track/3wqoAzrr5htxSZ7KzxhLHg,,https://i.scdn.co/image/ab67616d0000b273b94e3ee28e36575492d171bb
6KPMiBhU6O9RBImTQXQNCe,Get Down (You're the One for Me) - LP Edit No Rap,https://open.spotify.com/track/6KPMiBhU6O9RBImTQXQNCe,No lyrics available,https://i.scdn.co/image/ab67616d0000b2733d16809ca253f0f476195941
0XQHz5C8PknyrEhyrKxVKa,Down (feat. Gucci Mane),https://open.spotify.com/track/0XQHz5C8PknyrEhyrKxVKa,,https://i.scdn.co/image/ab67616d0000b2737698096fb3a8beeeca3c6087
0XIvZ82aDF7JiSi3ZE320u,Rock You Like A Hurricane,https://open.spotify.com/track/0XIvZ82aDF7JiSi3ZE320u,,https://i.scdn.co/image/ab67616d0000b273ac6c2cc344c1a1990c251539
2QZvMncP3hoLfHJXq4218n,Sugar Shack,https://open.spotify.com/track/2QZvMncP3hoLfHJXq4218n,,https://i.scdn.co/image/ab67616d0000b2732c5e3e3e5eb8fb4560fee8a1
3ZffCQKLFLUvYM59XKLbVm,Wake Me up When September Ends,https://open.spotify.com/track/3ZffCQKLFLUvYM59XKLbVm,,https://i.scdn.co/image/ab67616d0000b27308a1b1e0674086d3f1995e1b
1gaebx506AU20bCJKEQUy9,I Won't Back Down,https://open.spotify.com/track/1gaebx506AU20bCJKEQUy9,,https://i.scdn.co/image/ab67616d0000b273457eecb06829fc2dede39562
5qtwzv99vOr5UTwnTixn7j,Know Your Enemy,https://open.spotify.com/track/5qtwzv99vOr5UTwnTixn7j,,https://i.scdn.co/image/ab67616d0000b273c2ced39899b0d67cd5a724fa
0iVXKGnD23wIulXZRit20N,All I Need Is A Miracle,https://open.spotify.com/track/0iVXKGnD23wIulXZRit20N,,https://i.scdn.co/image/ab67616d0000b27358322a33d8f69aae6d760ba2
4oW1lGOw5Q5OLvoJv92qoE,I Can Help,https://open.spotify.com/track/4oW1lGOw5Q5OLvoJv92qoE,,https://i.scdn.co/image/ab67616d0000b273d6c066b8cb1cf84f7f9a8ace
4TTxKh1FnnGEeGWK2s8xBa,Am I Ever Gonna See Your Face Again - Live,https://open.spotify.com/track/4TTxKh1FnnGEeGWK2s8xBa,,https://i.scdn.co/image/ab67616d0000b273590cb28ef55326e8ad3a7d11
06C1afLEMNO4hii8mbX6sq,I Like it Like That - 2019 - Remaster,https://open.spotify.com/track/06C1afLEMNO4hii8mbX6sq,,https://i.scdn.co/image/ab67616d0000b27364d1bf8a622aa77923f5e99d
0KAiuUOrLTIkzkpfpn9jb9,Drive By,https://open.spotify.com/track/0KAiuUOrLTIkzkpfpn9jb9,,https://i.scdn.co/image/ab67616d0000b273bde344cc54eedc35050f4c61
7ikgdP2UytKecFM0AXSHxy,This Is Who I Am,https://open.spotify.com/track/7ikgdP2UytKecFM0AXSHxy,,https://i.scdn.co/image/ab67616d0000b2733c067733e9a98f81880ac2a9
5J2CHimS7dWYMImCHkEFaJ,A Hard Day's Night - Remastered 2009,https://open.spotify.com/track/5J2CHimS7dWYMImCHkEFaJ,,https://i.scdn.co/image/ab67616d0000b273e230f303815e82a86713eedd
2FiceoWDJ67rrmb5tGBpgE,Ghost,https://open.spotify.com/track/2FiceoWDJ67rrmb5tGBpgE,,https://i.scdn.co/image/ab67616d0000b273512ff4274abb1477e82ffab1
0hfVBwMwUL5rVXaczWERTm,Get That Jive - 2006 Remaster,https://open.spotify.com/track/0hfVBwMwUL5rVXaczWERTm,,https://i.scdn.co/image/ab67616d0000b273a4b0aceea43b2f3d5f945a33
1XAZlnVtthcDZt2NI1Dtxo,Justified & Ancient - Stand by the Jams,https://open.spotify.com/track/1XAZlnVtthcDZt2NI1Dtxo,,https://i.scdn.co/image/ab67616d0000b27355346bc1f268730f607f9544
4F7whFNLTeLFUU73o8yO5u,Only You Can Love Me This Way,https://open.spotify.com/track/4F7whFNLTeLFUU73o8yO5u,,https://i.scdn.co/image/ab67616d0000b273208fddc6c7dec0bec4dad790
51FpzuGkRYXFgsE2zXt9av,When a Man Loves a Woman,https://open.spotify.com/track/51FpzuGkRYXFgsE2zXt9av,,https://i.scdn.co/image/ab67616d0000b2730c8a01bf197adb9859044775
