track_id,track_name,spotify_url,lyrics,cover_image_url
3xgKCfRwbqie54nHtSLnhM,Playboy,https://open.spotify.com/track/3xgKCfRwbqie54nHtSLnhM,,https://i.scdn.co/image/ab67616d0000b273279d61161b1f748218184488
0ErrsvDylBWZeAUYbqLllv,Part-Time Lover,https://open.spotify.com/track/0ErrsvDylBWZeAUYbqLllv,,https://i.scdn.co/image/ab67616d0000b27320d7b5c90865bf7465180896
5lm8SfB4FoPbUcSDKTO8c4,Night of My Life,https://open.spotify.com/track/5lm8SfB4FoPbUcSDKTO8c4,,https://i.scdn.co/image/ab67616d0000b27318587c14aac2e0800278b1dc
6qI0MU175Dk2DeoUjlrOpy,911,https://open.spotify.com/track/6qI0MU175Dk2DeoUjlrOpy,,https://i.scdn.co/image/ab67616d0000b2736040effba89b9b00a6f6743a
3Pas9u4vk4hKEIa5OtKRFF,Total Eclipse of the Heart,https://open.spotify.com/track/3Pas9u4vk4hKEIa5OtKRFF,,https://i.scdn.co/image/ab67616d0000b27313f1437bb5d4e6788b113229
7L4NzRGuukFbw4pRylIjlN,Don't Pay The Ferryman,https://open.spotify.com/track/7L4NzRGuukFbw4pRylIjlN,,https://i.scdn.co/image/ab67616d0000b273855a98cce5aa258db61ef9a3
1LeWIs2hP2r5yOQnVuYoI5,Ain't No Mountain High Enough,https://open.spotify.com/track/1LeWIs2hP2r5yOQnVuYoI5,,https://i.scdn.co/image/ab67616d0000b27396e0b7befe3ba88f5a7d5a3f
6XZpVCFrDf2XMtyaX1Wst0,It's Too Late,https://open.spotify.com/track/6XZpVCFrDf2XMtyaX1Wst0,,https://i.scdn.co/image/ab67616d0000b27326f117ac50bc8e66ae1b78b5
2DUbzMIzQz7k28KKF2fpgo,You Don't Have to Say You Love Me,https://open.spotify.com/track/2DUbzMIzQz7k28KKF2fpgo,,https://i.scdn.co/image/ab67616d0000b2736c913d9774adb30adab567ad
6IiCb4PCrDgqLuDWgHhFi7,Inside Out (feat. Griff),https://open.spotify.com/track/6IiCb4PCrDgqLuDWgHhFi7,,https://i.scdn.co/image/ab67616d0000b273c0144e6a8931844424c1d2f0
0Oc2t0ffBfnFKthTFB87zZ,Fingertips - Original Studio Version,https://open.spotify.com/track/0Oc2t0ffBfnFKthTFB87zZ,,https://i.scdn.co/image/ab67616d0000b27312972ed2d0264bfd6e728d23
4Q0aYLHFOadFypiCpv4Rb7,Another Man (feat. Megan Joy) (feat. Megan Joy),https://open.spotify.com/track/4Q0aYLHFOadFypiCpv4Rb7,,https://i.scdn.co/image/ab67616d0000b273247a9e7f03dfab17aa93fdbe
4vHMbItY3W8VfxFuH2kQn6,I Go To Rio,https://open.spotify.com/track/4vHMbItY3W8VfxFuH2kQn6,,https://i.scdn.co/image/ab67616d0000b2731b51b668c70033f14e859173
