track_id,track_name,spotify_url,cover_image,lyrics,processing_time
5icOoE6VgqFKohjWWNp0Ac,Here With Me,https://open.spotify.com/track/5icOoE6VgqFKohjWWNp0Ac,https://i.scdn.co/image/ab67616d0000b273a8ac314161aef0f4b5769344,Skipped for speed,2.115619421005249
67aeyMdt7cgb8l9zg53Pfm,I Believe in You,https://open.spotify.com/track/67aeyMdt7cgb8l9zg53Pfm,https://i.scdn.co/image/ab67616d0000b273576629f3c4631eb55612a7c7,Skipped for speed,2.6080822944641113
6DzbmjkVZpz1mrDobAoJI8,Shimmer,https://open.spotify.com/track/6DzbmjkVZpz1mrDobAoJI8,https://i.scdn.co/image/ab67616d0000b273ecba48295193b82f13cd560f,Skipped for speed,3.509918212890625
40tnMfqlJ5PTNJFlx1U2RL,If It's Lovin' That You Want,https://open.spotify.com/track/40tnMfqlJ5PTNJFlx1U2RL,https://i.scdn.co/image/ab67616d0000b2734a8c869f3bd4d0d4519a8c50,Skipped for speed,2.368997097015381
7rESBzoqp0FGxElzjRuMDB,Are You With Me - Radio Edit,https://open.spotify.com/track/7rESBzoqp0FGxElzjRuMDB,https://i.scdn.co/image/ab67616d0000b273acc729dad4244e3ab31af2eb,Skipped for speed,2.6851956844329834
6aXKbU2QGsOms8UT3eUOg1,Catch the Wind,https://open.spotify.com/track/6aXKbU2QGsOms8UT3eUOg1,https://i.scdn.co/image/ab67616d0000b273359e44fe4d628897a65e3250,Skipped for speed,2.2177138328552246
30Na9W2WrBLGrRoKlEiwbh,Don't Wanna Let You Go - Radio Edit,https://open.spotify.com/track/30Na9W2WrBLGrRoKlEiwbh,https://i.scdn.co/image/ab67616d0000b27310df926bec224d743644ea3e,Skipped for speed,2.555083990097046
6HMvJcdw6qLsyV1b5x29sa,Hello,https://open.spotify.com/track/6HMvJcdw6qLsyV1b5x29sa,https://i.scdn.co/image/ab67616d0000b2732166b28714239e31b48aeb17,Skipped for speed,2.6233770847320557
3QUzJqgkcjvsLhgqVos6ha,Cloudy Day,https://open.spotify.com/track/3QUzJqgkcjvsLhgqVos6ha,https://i.scdn.co/image/ab67616d0000b2737060b604602090f2143b64ed,Skipped for speed,3.0945053100585938
5spfJMqDpBvM0YNgAQGqxD,If We Ever Meet Again (Featuring Katy Perry),https://open.spotify.com/track/5spfJMqDpBvM0YNgAQGqxD,https://i.scdn.co/image/ab67616d0000b2737e00fd13c89c5eadf130e951,Skipped for speed,2.9254963397979736
0vYyK3kdY62SBplhh2iNJO,Free (feat. Emeli Sandé & Nas),https://open.spotify.com/track/0vYyK3kdY62SBplhh2iNJO,https://i.scdn.co/image/ab67616d0000b2736fb520fdcb93cdc9cfba67de,Skipped for speed,2.9137277603149414
4YzJxZBPeudi2QsJiVLVCa,Don't Start Now - Dom Dolla Remix,https://open.spotify.com/track/4YzJxZBPeudi2QsJiVLVCa,https://i.scdn.co/image/ab67616d0000b273e45e2fd04f2653205ebd09a4,Skipped for speed,3.7963218688964844
70C4NyhjD5OZUMzvWZ3njJ,Piano Man,https://open.spotify.com/track/70C4NyhjD5OZUMzvWZ3njJ,https://i.scdn.co/image/ab67616d0000b273aff4aef671b2510be7c115b3,Skipped for speed,3.1765406131744385
2IWYi4NJyJvhpJVjVs2pm8,Stop,https://open.spotify.com/track/2IWYi4NJyJvhpJVjVs2pm8,https://i.scdn.co/image/ab67616d0000b2736d47d9c46ea3da302dddb812,Skipped for speed,2.467099905014038
1FRP8d6l2jm3DS5f78ZrhK,Route 66,https://open.spotify.com/track/1FRP8d6l2jm3DS5f78ZrhK,https://i.scdn.co/image/ab67616d0000b273e5bd9c16543752620815ebdc,Skipped for speed,2.8449323177337646
4AIazttPmHpd7p7pwJw692,Neutron Star Collision (Love Is Forever) - Soundtrack Version,https://open.spotify.com/track/4AIazttPmHpd7p7pwJw692,https://i.scdn.co/image/ab67616d0000b27397f1e459b475d83d8fee569d,Skipped for speed,2.930164337158203
7AJSeWSVBBLAQ6xfGyCssC,Automatic (Album Version),https://open.spotify.com/track/7AJSeWSVBBLAQ6xfGyCssC,https://i.scdn.co/image/ab67616d0000b273220598299a46f3020759af42,Skipped for speed,2.913830280303955
6A6qBFJHid4WutQu6HHEZt,Walking On A Dream,https://open.spotify.com/track/6A6qBFJHid4WutQu6HHEZt,https://i.scdn.co/image/ab67616d0000b273fffbc6bb8f405c2dacf8d64b,Skipped for speed,2.787163019180298
7Al0ADUt8SCPiQIBbTcNdR,Spin the Black Circle - Remastered,https://open.spotify.com/track/7Al0ADUt8SCPiQIBbTcNdR,https://i.scdn.co/image/ab67616d0000b273f0f6b8bc425633e6ed6369c4,Skipped for speed,3.046489715576172
2T4u39au5RJzsulMUpRuVr,Meet Me Halfway,https://open.spotify.com/track/2T4u39au5RJzsulMUpRuVr,https://i.scdn.co/image/ab67616d0000b27349ed7a0ea23c40c730f6bb37,Skipped for speed,3.069040060043335
3koCCeSaVUyrRo3N2gHrd8,Let's Groove,https://open.spotify.com/track/3koCCeSaVUyrRo3N2gHrd8,https://i.scdn.co/image/ab67616d0000b273b30c8b93cef6fa26f8a7f17a,Skipped for speed,2.969033718109131
5bitEcj72xFL3yv9ZS5fkE,The Time (Dirty Bit),https://open.spotify.com/track/5bitEcj72xFL3yv9ZS5fkE,https://i.scdn.co/image/ab67616d0000b27348caf395c71e325a242b092e,Skipped for speed,4.062148571014404
7fb22pjF62S9r1s1pian5K,Happy Nation,https://open.spotify.com/track/7fb22pjF62S9r1s1pian5K,https://i.scdn.co/image/ab67616d0000b273fda5556cb6981c3113df6175,Skipped for speed,2.5268776416778564
1Hb1IJ9bBCa6wo3fRtexnJ,Shake Me Down,https://open.spotify.com/track/1Hb1IJ9bBCa6wo3fRtexnJ,https://i.scdn.co/image/ab67616d0000b2735f1590fb5d2f9e1bed8bb2e8,Skipped for speed,3.063325881958008
5Ih40KFkj3cSzxgisQxBvX,For What It's Worth,https://open.spotify.com/track/5Ih40KFkj3cSzxgisQxBvX,https://i.scdn.co/image/ab67616d0000b273d1e28a5de3822046bc27d8ae,Skipped for speed,3.111072540283203
3W8KQQD2FZPLVqflvYYyjT,Total Eclipse of the Heart,https://open.spotify.com/track/3W8KQQD2FZPLVqflvYYyjT,https://i.scdn.co/image/ab67616d0000b273e12075d9109147a241e04884,Skipped for speed,3.284935474395752
2hcPE11xSLCNHt5PYidj5U,Say You Love Me,https://open.spotify.com/track/2hcPE11xSLCNHt5PYidj5U,https://i.scdn.co/image/ab67616d0000b273229d25d1cb40ece19eec573f,Skipped for speed,3.334667921066284
57rCNFS9Cfdg09dNHSAuwM,Don't Hang Up,https://open.spotify.com/track/57rCNFS9Cfdg09dNHSAuwM,https://i.scdn.co/image/ab67616d0000b273d46f17ebbf8644bbb5c22780,Skipped for speed,3.291724681854248
1KizDBQAlmAMfy4enfwhUf,Shadows,https://open.spotify.com/track/1KizDBQAlmAMfy4enfwhUf,https://i.scdn.co/image/ab67616d0000b2739eaae4a2a55a38caf533ef09,Skipped for speed,3.143150806427002
4u8IPU322yG7mNrqv89GGL,Hey Sexy Lady,https://open.spotify.com/track/4u8IPU322yG7mNrqv89GGL,https://i.scdn.co/image/ab67616d0000b2739791e400bf42ca4130a11ae9,Skipped for speed,2.3398168087005615
00U0pedRUMEzREpyRqbVT6,I'll Remember (Theme from the Motion Picture With Honors),https://open.spotify.com/track/00U0pedRUMEzREpyRqbVT6,https://i.scdn.co/image/ab67616d0000b27326f6bb4664640bfa48391cf4,Skipped for speed,2.989938259124756
7kUyEpjTz8Q1loiC1xlF07,Rhinestone Cowboy,https://open.spotify.com/track/7kUyEpjTz8Q1loiC1xlF07,https://i.scdn.co/image/ab67616d0000b2735591c41819e71e2a3a2377ba,Skipped for speed,3.0309720039367676
02V0fopGouDF5GbDHftv4S,Rockin’,https://open.spotify.com/track/02V0fopGouDF5GbDHftv4S,https://i.scdn.co/image/ab67616d0000b273a048415db06a5b6fa7ec4e1a,Skipped for speed,3.677269220352173
4pCSXZwffXEmxYuHAzVIXQ,Shoop Shoop Diddy Wop Cumma Cumma Wang Dang,https://open.spotify.com/track/4pCSXZwffXEmxYuHAzVIXQ,https://i.scdn.co/image/ab67616d0000b273338fc7f81d0d15b3e31e95fd,Skipped for speed,2.5527029037475586
1rUu58wEd44nEzIbF2CYil,Blue Eyes - Remastered 2003,https://open.spotify.com/track/1rUu58wEd44nEzIbF2CYil,https://i.scdn.co/image/ab67616d0000b273874dea40aa8af3f387234bfb,Skipped for speed,2.6616923809051514
5e4SLbkh2S1Y9t1S14xlkW,All to Myself,https://open.spotify.com/track/5e4SLbkh2S1Y9t1S14xlkW,https://i.scdn.co/image/ab67616d0000b273b156fa49f0e23495db026fc9,Skipped for speed,3.4960780143737793
6HzkBoUMX1kQWizJgP1Uvy,I Can't Help Myself,https://open.spotify.com/track/6HzkBoUMX1kQWizJgP1Uvy,https://i.scdn.co/image/ab67616d0000b273a16ea5e673cc4c6e8f91d5ca,Skipped for speed,2.6572976112365723
0p0FOf4FocnvE8hVJMFBvw,Caught In The Crowd,https://open.spotify.com/track/0p0FOf4FocnvE8hVJMFBvw,https://i.scdn.co/image/ab67616d0000b273070a426fe63d5f2fa2ea55ac,Skipped for speed,2.8907577991485596
